time_s,phase,command_abs_vx_mps,mean_linear_speed_mps,p95_linear_speed_mps,mean_angular_speed_rps,p95_angular_speed_rps,mean_tilt_deg,p95_tilt_deg,mean_height_m,mean_abs_lateral_m,p95_abs_lateral_m,mean_abs_heading_deg,p95_abs_heading_deg,settled_fraction,fall_fraction
1.38,move,0.1,0.1973392367362976,0.2359839528799057,0.5181573629379272,1.2956390380859375,6.036872863769531,7.640150547027588,0.15901118516921997,0.012368605472147465,0.023738078773021698,0.9821205735206604,2.849093198776245,0.0,0.0
1.4,move,0.1,0.21986865997314453,0.28387272357940674,0.6552017331123352,1.70038902759552,6.130988121032715,7.29456090927124,0.15990404784679413,0.013606863096356392,0.02243194729089737,0.787075400352478,1.8409160375595093,0.0,0.0
1.42,move,0.1,0.24994054436683655,0.33555352687835693,0.8532223105430603,1.5830367803573608,6.115832328796387,7.137906074523926,0.1604144275188446,0.01531076431274414,0.0208787489682436,0.649733304977417,1.6644763946533203,0.0,0.0
1.44,move,0.1,0.2669565677642822,0.3738839030265808,1.0629239082336426,1.5339839458465576,6.018213272094727,7.257560729980469,0.16046994924545288,0.017363304272294044,0.0239684097468853,0.6075820922851562,1.5696898698806763,0.0,0.0
1.46,move,0.1,0.2981247901916504,0.42819884419441223,1.3046963214874268,1.7464969158172607,5.899706840515137,7.988264560699463,0.1597878634929657,0.019670680165290833,0.031375810503959656,0.6422232389450073,1.6348282098770142,0.0,0.0
1.48,move,0.1,0.3221593499183655,0.4647490382194519,1.5689094066619873,1.9863001108169556,5.844337463378906,8.35670280456543,0.15846258401870728,0.022075768560171127,0.03850651904940605,0.7240333557128906,1.725203037261963,0.0,0.0
1.5,move,0.1,0.2915232181549072,0.45862096548080444,1.4776697158813477,2.062386989593506,5.9779863357543945,8.391440391540527,0.15745669603347778,0.02393922582268715,0.04430023208260536,0.7149335741996765,1.7428615093231201,0.0,0.0
1.52,move,0.1,0.27173054218292236,0.3979763984680176,1.3188517093658447,2.302367687225342,6.4947686195373535,8.385408401489258,0.15703709423542023,0.02612529881298542,0.04824044555425644,0.6994950771331787,1.8588405847549438,0.0,0.0
1.54,move,0.1,0.24272625148296356,0.3377247154712677,0.9679490327835083,2.0831069946289062,7.129632472991943,8.390334129333496,0.1570519059896469,0.029488779604434967,0.05071344971656799,0.8143203854560852,2.1698663234710693,0.0,0.0
1.56,move,0.1,0.22240862250328064,0.3076769709587097,0.6718227863311768,1.4248076677322388,7.51602029800415,8.356337547302246,0.15817198157310486,0.031604327261447906,0.051911987364292145,0.9746509790420532,2.327834367752075,0.0,0.0
1.58,move,0.1,0.20130059123039246,0.24927929043769836,0.5749410390853882,0.9024420380592346,7.591213703155518,8.39102554321289,0.15996414422988892,0.03227776661515236,0.051607564091682434,1.0924434661865234,2.2005977630615234,0.0,0.0
1.6,move,0.1,0.17527297139167786,0.2058555632829666,0.46658456325531006,1.0425188541412354,7.476817607879639,8.505173683166504,0.16204267740249634,0.03201616555452347,0.0504266694188118,1.010204553604126,2.0633249282836914,0.0,0.0
1.62,move,0.1,0.1723332554101944,0.1966308206319809,0.42878398299217224,1.1768147945404053,7.3251471519470215,8.622093200683594,0.16381707787513733,0.031174736097455025,0.04865003377199173,0.9266859292984009,1.8613208532333374,0.0,0.0
