time_s,phase,command_abs_vx_mps,mean_linear_speed_mps,p95_linear_speed_mps,mean_angular_speed_rps,p95_angular_speed_rps,mean_tilt_deg,p95_tilt_deg,mean_height_m,settled_fraction,fall_fraction
0.02,move,0.08,0.23616212606430054,0.24100284278392792,0.20391038060188293,0.22686351835727692,1.0435163974761963,1.915392279624939,0.12440669536590576,0.0,0.0
0.04,move,0.08,0.2607150077819824,0.27388080954551697,0.5090776681900024,0.6114145517349243,1.0776383876800537,1.9115878343582153,0.1294970065355301,0.0,0.0
0.06,move,0.08,0.2834189236164093,0.30526283383369446,0.866446852684021,1.1529667377471924,1.4117236137390137,2.248288869857788,0.1349376142024994,0.0,0.0
0.08,move,0.08,0.22959792613983154,0.27926963567733765,1.2786660194396973,1.9296958446502686,2.1713104248046875,2.935620069503784,0.14008328318595886,0.0,0.0
0.1,move,0.08,0.19957564771175385,0.25804585218429565,1.5328490734100342,2.24696683883667,3.1956658363342285,3.8585355281829834,0.14330264925956726,0.0,0.0
0.12,move,0.08,0.19348609447479248,0.24487867951393127,1.8527657985687256,2.69791316986084,4.167908668518066,4.865646839141846,0.14687706530094147,0.0,0.0
0.14,move,0.08,0.14979687333106995,0.21880532801151276,2.0889296531677246,3.4476983547210693,5.0057830810546875,5.86991548538208,0.14967332780361176,0.0,0.0
0.16,move,0.08,0.1435651183128357,0.21361322700977325,1.508903980255127,2.5644490718841553,5.633010387420654,6.754660129547119,0.1514386385679245,0.0,0.0
0.18,move,0.08,0.16332533955574036,0.21820951998233795,0.8949165344238281,1.623715877532959,6.007613182067871,7.1725077629089355,0.1524273157119751,0.0,0.0
0.2,move,0.08,0.1611708700656891,0.228713721036911,0.8598008155822754,1.5486665964126587,6.298460006713867,7.4051995277404785,0.1530373990535736,0.0,0.0
0.22,move,0.08,0.16162584722042084,0.24726323783397675,1.0467841625213623,1.4963570833206177,6.35591983795166,7.569502830505371,0.15358957648277283,0.0,0.0
0.24,move,0.08,0.12824517488479614,0.19997625052928925,0.6421176195144653,0.8046277761459351,6.2646918296813965,7.536436557769775,0.15418031811714172,0.0,0.0
0.26,move,0.08,0.11393718421459198,0.17278145253658295,0.4741942882537842,0.6152393817901611,6.225589752197266,7.406249046325684,0.1547093689441681,0.0,0.0
0.28,move,0.08,0.12338942289352417,0.15825650095939636,0.5423141717910767,0.8961467742919922,6.189517021179199,7.398759365081787,0.15538115799427032,0.0,0.0
0.3,move,0.08,0.15083512663841248,0.18528960645198822,0.6721203327178955,0.9106414318084717,6.2089996337890625,7.8075690269470215,0.15643884241580963,0.0,0.0
0.32,move,0.08,0.17502042651176453,0.2469644993543625,0.7998022437095642,0.9297974705696106,6.222890853881836,8.417034149169922,0.15777437388896942,0.0,0.0
0.34,move,0.08,0.19590482115745544,0.30470287799835205,0.8711631298065186,1.0966689586639404,6.210855484008789,9.098746299743652,0.15911544859409332,0.0,0.0
0.36,move,0.08,0.21973997354507446,0.3734845817089081,0.8790464401245117,1.240962266921997,6.224452018737793,9.739875793457031,0.16031691431999207,0.0,0.0
0.38,move,0.08,0.24509578943252563,0.4340972900390625,0.8761052489280701,1.3140560388565063,6.287840843200684,10.236326217651367,0.16115465760231018,0.0,0.0
0.4,move,0.08,0.2695358991622925,0.4912111759185791,0.9069655537605286,1.430440902709961,6.531142711639404,10.572038650512695,0.16149859130382538,0.0,0.0
0.42,move,0.08,0.2923337519168854,0.5380293726921082,1.0225133895874023,1.6371145248413086,7.031807899475098,10.74633502960205,0.16122758388519287,0.0,0.0
0.44,move,0.08,0.28810620307922363,0.5454218983650208,1.381508708000183,3.223395586013794,7.90327787399292,10.912354469299316,0.16056326031684875,0.0,0.0
0.46,move,0.08,0.2770412564277649,0.5061168074607849,1.466702938079834,2.526435375213623,9.058111190795898,11.209948539733887,0.160110205411911,0.0,0.0
0.48,move,0.08,0.2538983225822449,0.4072512090206146,1.2327570915222168,2.3825647830963135,10.143951416015625,12.198582649230957,0.160190612077713,0.0,0.0
0.5,move,0.08,0.22721685469150543,0.3858761191368103,0.7528864741325378,1.9412013292312622,10.895339965820312,13.202780723571777,0.16084757447242737,0.0,0.0
0.52,move,0.08,0.195091113448143,0.30248740315437317,0.40227219462394714,0.9406003952026367,11.309087753295898,13.641744613647461,0.16171959042549133,0.0,0.0
0.54,move,0.08,0.15875089168548584,0.2400667667388916,0.939588189125061,2.6389505863189697,11.4641752243042,13.594070434570312,0.16265076398849487,0.0,0.0
0.56,move,0.08,0.13188762962818146,0.17860163748264313,0.7299882173538208,1.1454025506973267,11.458175659179688,12.932109832763672,0.16477444767951965,0.0,0.0
0.58,move,0.08,0.1331564486026764,0.1831308901309967,0.9775784015655518,1.341609001159668,11.174160957336426,11.974374771118164,0.1666678488254547,0.0,0.0
0.6,move,0.08,0.1637926697731018,0.21446216106414795,1.0244407653808594,1.476399302482605,10.843738555908203,11.494866371154785,0.1680334508419037,0.0,0.0
0.62,move,0.08,0.20155489444732666,0.2643333673477173,1.0024768114089966,1.5436911582946777,10.534133911132812,11.74461841583252,0.1687958538532257,0.0,0.0
0.64,move,0.08,0.2523811161518097,0.32690873742103577,0.9268128871917725,1.508278250694275,10.276814460754395,12.08706283569336,0.1687340885400772,0.0,0.0
0.66,move,0.08,0.2909776568412781,0.39351940155029297,0.8656882047653198,1.504035472869873,10.090465545654297,12.531519889831543,0.16790132224559784,0.0,0.0
0.68,move,0.08,0.32491564750671387,0.44632425904273987,0.9521616101264954,1.6864084005355835,9.919953346252441,12.996135711669922,0.16654029488563538,0.0,0.0
0.7,move,0.08,0.36741185188293457,0.5033605098724365,1.1306148767471313,1.7773175239562988,9.752309799194336,13.370451927185059,0.16417652368545532,0.0,0.0
0.72,move,0.08,0.39970624446868896,0.5499910712242126,1.3229925632476807,1.6644333600997925,9.547285079956055,13.133671760559082,0.16123048961162567,0.0,0.0
0.74,move,0.08,0.3810707628726959,0.5831034779548645,1.3631277084350586,1.7596429586410522,9.35472583770752,12.370601654052734,0.15865851938724518,0.0,0.0
0.76,move,0.08,0.3401709198951721,0.5252837538719177,1.2890851497650146,1.875063419342041,9.385841369628906,11.591252326965332,0.15723852813243866,0.0,0.0
0.78,move,0.08,0.2791205644607544,0.41945236921310425,1.168328881263733,1.8531607389450073,9.522723197937012,11.898152351379395,0.1572706401348114,0.0,0.0
0.8,move,0.08,0.23652523756027222,0.3599720299243927,0.9663845300674438,1.3946263790130615,9.655120849609375,12.16915512084961,0.15814664959907532,0.0,0.0
0.82,move,0.08,0.20705224573612213,0.2790169417858124,0.8839465379714966,1.2386094331741333,9.693769454956055,12.353727340698242,0.1591680645942688,0.0,0.0
0.84,move,0.08,0.1761048138141632,0.22856025397777557,0.6994220614433289,1.0723179578781128,9.70720100402832,12.405467987060547,0.16039365530014038,0.0,0.0
0.86,move,0.08,0.14892268180847168,0.21413859724998474,0.4897478520870209,0.8540601134300232,9.698408126831055,12.226699829101562,0.16152682900428772,0.0,0.0
0.88,move,0.08,0.14343546330928802,0.2648269534111023,0.3931686580181122,0.6831291913986206,9.63247299194336,11.849769592285156,0.16250020265579224,0.0,0.0
0.9,move,0.08,0.16388462483882904,0.29720714688301086,0.43731480836868286,0.697105348110199,9.491646766662598,11.284017562866211,0.1633911430835724,0.0,0.0
0.92,move,0.08,0.18866050243377686,0.34651172161102295,0.623658299446106,0.9917577505111694,9.136384010314941,10.386513710021973,0.16411785781383514,0.0,0.0
0.94,move,0.08,0.2007557898759842,0.3955024480819702,0.8797311782836914,1.3036425113677979,8.585346221923828,9.780489921569824,0.16444802284240723,0.0,0.0
