trial,direction,fell,settled,settle_time_s,pre_stop_directed_speed_mps,final_linear_speed_mps,final_angular_speed_rps,final_tilt_deg,max_post_stop_tilt_deg,max_post_stop_drift_m,max_abs_lateral_m,max_abs_heading_deg
0,forward,False,True,0.2199999988079071,0.038813427090644836,0.0017220680601894855,0.01190171018242836,5.892254829406738,5.999956130981445,0.015814628452062607,0.05192000791430473,9.246160507202148
1,forward,False,True,0.25999999046325684,0.04994996264576912,0.002259152475744486,0.013640398159623146,5.906010627746582,6.504814147949219,0.016552215442061424,0.049612000584602356,5.711267471313477
2,forward,False,True,0.29999998211860657,0.07339736074209213,0.0019267058232799172,0.01839406229555607,5.902990341186523,6.15118932723999,0.028553389012813568,0.053093764930963516,5.912106990814209
3,forward,False,True,0.3400000035762787,0.08689611405134201,0.0013892203569412231,0.008735624141991138,5.920497417449951,7.210854530334473,0.03310718014836311,0.05384748429059982,4.629905700683594
4,forward,False,True,0.29999998211860657,0.1003674641251564,0.001530537847429514,0.013546078465878963,5.841773509979248,7.49525260925293,0.029651116579771042,0.05090023949742317,6.173966407775879
5,forward,False,True,0.3400000035762787,0.09789945185184479,0.0017788419499993324,0.00697961775586009,5.671258926391602,7.736546039581299,0.03406232222914696,0.05301712825894356,6.234630107879639
6,forward,False,True,0.3799999952316284,0.07412790507078171,0.002112362766638398,0.007682411000132561,5.953250885009766,6.870212078094482,0.03424368426203728,0.05295944958925247,7.015408992767334
7,forward,False,True,0.47999998927116394,0.0669379010796547,0.0021189269609749317,0.01865154132246971,5.730836391448975,8.092307090759277,0.03888538107275963,0.054072603583335876,6.935790061950684
8,forward,False,True,0.29999998211860657,0.05699313431978226,0.001990370685234666,0.012213507667183876,5.7673492431640625,6.079057693481445,0.021641168743371964,0.05165170878171921,4.706246852874756
9,forward,False,True,0.3199999928474426,0.07685068249702454,0.001970576820895076,0.01755228452384472,5.771528244018555,6.793790817260742,0.02813512086868286,0.05322372168302536,7.1687164306640625
10,forward,False,True,0.2800000011920929,0.041067447513341904,0.0021338381338864565,0.009026051498949528,5.796672344207764,6.6586151123046875,0.009098434820771217,0.05289566144347191,4.286008834838867
11,forward,False,True,0.3199999928474426,0.09795594960451126,0.001826298306696117,0.01733693666756153,6.057995319366455,6.447314262390137,0.03138270974159241,0.051702674478292465,7.863142013549805
12,forward,False,True,0.3400000035762787,0.10357462614774704,0.0017485895659774542,0.009182986803352833,5.793627738952637,8.262630462646484,0.033207401633262634,0.051090214401483536,6.953273296356201
13,forward,False,True,0.3199999928474426,0.09198475629091263,0.0021441499702632427,0.016407756134867668,5.795150279998779,6.495100021362305,0.027167730033397675,0.05072854831814766,4.611476898193359
14,forward,False,True,0.3999999761581421,0.07830368727445602,0.0015418302500620484,0.011651832610368729,5.8428802490234375,7.325282573699951,0.03156884014606476,0.0526776984333992,7.853808403015137
15,forward,False,True,0.2800000011920929,0.07870251685380936,0.0014159113634377718,0.008552196435630322,5.939272880554199,5.974057674407959,0.026966642588377,0.05437588691711426,5.961308002471924
16,forward,False,True,0.29999998211860657,0.07331284135580063,0.0019355987897142768,0.01571088284254074,5.878599643707275,6.406584739685059,0.02822870761156082,0.0507548488676548,6.394243240356445
17,forward,False,True,0.3199999928474426,0.09621439129114151,0.0014664700720459223,0.009300814010202885,5.922549724578857,6.5457444190979,0.031212005764245987,0.050459470599889755,6.235090732574463
18,forward,False,True,0.2800000011920929,0.06168756261467934,0.0020289078820496798,0.012333575636148453,5.901761054992676,6.10993766784668,0.02111878991127014,0.05214225873351097,5.192648410797119
19,forward,False,True,0.2800000011920929,0.061358269304037094,0.0019061578204855323,0.017576057463884354,5.980124473571777,6.098697185516357,0.0288031417876482,0.05433579906821251,7.3399577140808105
20,forward,False,True,0.3799999952316284,0.08437637239694595,0.0018571546534076333,0.010801566764712334,5.780249118804932,7.088863849639893,0.03290708735585213,0.05030538886785507,7.000368595123291
21,forward,False,True,0.3999999761581421,0.10686936974525452,0.0011222559260204434,0.014301995746791363,5.7451491355896,8.516683578491211,0.03608236461877823,0.049717772752046585,7.049582481384277
22,forward,False,True,0.29999998211860657,0.09725646674633026,0.001519414596259594,0.010321554727852345,5.903222560882568,7.202606201171875,0.030851412564516068,0.052719391882419586,7.276305675506592
23,forward,False,True,0.3400000035762787,0.07952480763196945,0.0013769840588793159,0.009579937905073166,5.890524387359619,6.667709827423096,0.02975049987435341,0.050642721354961395,7.394016265869141
24,forward,False,True,0.35999998450279236,0.09806621074676514,0.0022873333655297756,0.013001956045627594,5.778350353240967,7.5958476066589355,0.03267650678753853,0.054484523832798004,7.42596435546875
25,forward,False,True,0.29999998211860657,0.01602344401180744,0.0018778498051688075,0.008335710503160954,5.740609645843506,7.600987434387207,0.025345850735902786,0.052008260041475296,12.622035026550293
26,forward,False,True,0.5,0.09989123791456223,0.0021052053198218346,0.010629059746861458,5.688167095184326,8.171015739440918,0.0392359122633934,0.05146322771906853,7.2224297523498535
27,forward,False,True,0.25999999046325684,0.06454818695783615,0.001795369666069746,0.009742855094373226,5.755578994750977,6.139194488525391,0.023888258263468742,0.05316068232059479,5.605583667755127
28,forward,False,True,0.4599999785423279,0.1065015122294426,0.0024418847169727087,0.012604187242686749,5.705094337463379,8.588696479797363,0.038325682282447815,0.05020535737276077,6.792438983917236
29,forward,False,True,0.3799999952316284,0.08057298511266708,0.00220945430919528,0.007837592624127865,5.940989017486572,7.0600810050964355,0.03437520191073418,0.051008909940719604,7.837181091308594
30,forward,False,True,0.3799999952316284,0.056253574788570404,0.0012432950315997005,0.01310164388269186,5.955686569213867,7.185589790344238,0.035702258348464966,0.05205323547124863,7.425570964813232
31,forward,False,True,0.3400000035762787,0.0612570084631443,0.002040095627307892,0.01082819327712059,5.7340168952941895,7.594348907470703,0.036407046020030975,0.05252745747566223,7.865137100219727
32,forward,False,True,0.29999998211860657,0.08832161873579025,0.001619211514480412,0.008530396968126297,5.808966636657715,6.571368217468262,0.02793591469526291,0.04892531782388687,7.338764190673828
33,forward,False,True,0.4399999976158142,0.1051635816693306,0.001600882620550692,0.005651514045894146,5.712956428527832,8.536169052124023,0.03761209920048714,0.05010037124156952,6.557276725769043
34,forward,False,True,0.7199999690055847,0.06482529640197754,0.001539881224744022,0.008089234121143818,5.660050868988037,8.678512573242188,0.04820942506194115,0.0532810315489769,8.578315734863281
35,forward,False,True,0.5,-0.013625230640172958,0.002771648345515132,0.016222655773162842,5.734221458435059,7.069355487823486,0.034029893577098846,0.05302087962627411,5.524626731872559
