trial,direction,fell,settled,settle_time_s,pre_stop_directed_speed_mps,final_linear_speed_mps,final_angular_speed_rps,final_tilt_deg,max_post_stop_tilt_deg,max_post_stop_drift_m,max_abs_lateral_m,max_abs_heading_deg
82,backward,False,True,0.23999999463558197,0.015362967737019062,0.0010310033103451133,0.041565246880054474,7.867364406585693,7.867364406585693,0.0039742691442370415,0.028813205659389496,3.111605167388916
83,backward,False,True,0.2199999988079071,0.01707124151289463,0.00209257286041975,0.031037749722599983,7.739589691162109,7.779881954193115,0.003028449835255742,0.029251212254166603,1.7241407632827759
84,backward,False,True,0.19999998807907104,0.01652170531451702,0.0004049409180879593,0.04108263552188873,7.714901924133301,7.7167582511901855,0.003075062995776534,0.029219308868050575,2.0692880153656006
85,backward,False,True,0.23999999463558197,0.017166651785373688,0.002641016850247979,0.03306356444954872,7.838244915008545,7.849629878997803,0.002552629681304097,0.034440040588378906,2.3301949501037598
86,backward,False,True,0.23999999463558197,0.016761217266321182,0.001630324637517333,0.03281974792480469,7.863321304321289,7.910061836242676,0.00821490678936243,0.030278293415904045,1.75462007522583
87,backward,False,True,0.2199999988079071,0.016242291778326035,0.0024243968073278666,0.031126029789447784,7.8291497230529785,7.909219264984131,0.00578355323523283,0.026311960071325302,2.1186563968658447
88,backward,False,True,0.23999999463558197,0.015778834000229836,0.003884921781718731,0.028604116290807724,6.787754535675049,6.793560028076172,0.009145996533334255,0.03245954215526581,2.0835070610046387
89,backward,False,True,0.17999999225139618,0.01923012174665928,0.0017814836464822292,0.029839303344488144,7.8296003341674805,7.836140155792236,0.00931650958955288,0.03285777568817139,1.6800861358642578
90,backward,False,True,0.19999998807907104,0.01798149012029171,0.001761043444275856,0.03345236927270889,7.581340312957764,7.588273525238037,0.012821042910218239,0.028875259682536125,1.3408079147338867
91,backward,False,True,0.19999998807907104,0.01761328987777233,0.0019550893921405077,0.03962409868836403,7.724155902862549,7.73032808303833,0.003736382583156228,0.027734072878956795,1.3943425416946411
92,backward,False,True,0.23999999463558197,0.02379903569817543,0.00267896824516356,0.036354489624500275,7.886751174926758,7.997577667236328,0.007321701385080814,0.02993050217628479,2.1235733032226562
