trial,direction,fell,settled,settle_time_s,pre_stop_directed_speed_mps,final_linear_speed_mps,final_angular_speed_rps,final_tilt_deg,max_post_stop_tilt_deg,max_post_stop_drift_m
61,forward,False,True,1.3399999141693115,0.1065933108329773,0.003190952353179455,0.03301101550459862,10.638522148132324,10.64856243133545,0.034538064152002335
62,forward,False,True,1.159999966621399,0.1029653251171112,0.0036664793733507395,0.03816404938697815,10.660845756530762,10.707118034362793,0.03459974750876427
63,forward,False,True,1.5799999237060547,0.10427282750606537,0.004372279159724712,0.04077865928411484,10.616449356079102,10.628008842468262,0.033773474395275116
64,backward,False,True,0.5399999618530273,0.058481719344854355,0.0024082199670374393,0.018122592940926552,11.026213645935059,11.029373168945312,0.03292832896113396
65,backward,False,True,0.5600000023841858,0.0684959888458252,0.00245681288652122,0.035019706934690475,11.004961967468262,11.027033805847168,0.03224983438849449
66,backward,False,True,0.6599999666213989,0.038709238171577454,0.002920848084613681,0.029624324291944504,10.94727897644043,10.954307556152344,0.039899520576000214
67,backward,False,True,0.5999999642372131,0.028275085613131523,0.0031343335285782814,0.027369597926735878,11.019550323486328,11.183999061584473,0.036720097064971924
68,backward,False,True,0.6200000047683716,0.030694421380758286,0.003047912148758769,0.02691580168902874,10.909647941589355,11.1350679397583,0.039265867322683334
69,backward,False,True,0.5399999618530273,0.08864106982946396,0.0023702250327914953,0.02784098871052265,11.029909133911133,11.0367431640625,0.026943787932395935
70,backward,False,True,0.5799999833106995,0.05729905888438225,0.002005520975217223,0.028189891949295998,10.959357261657715,10.95944595336914,0.037166379392147064
71,backward,False,True,0.5999999642372131,0.07255656272172928,0.0033457926474511623,0.02810109779238701,10.993291854858398,10.994331359863281,0.03040325827896595
72,backward,False,True,0.5799999833106995,0.09358979016542435,0.002135931747034192,0.022067220881581306,11.028319358825684,11.029176712036133,0.02403704822063446
73,backward,False,True,0.6599999666213989,0.058539144694805145,0.0022747283801436424,0.021873079240322113,10.952259063720703,10.9607572555542,0.037123799324035645
74,backward,False,True,0.6399999856948853,0.02793358825147152,0.0026070333551615477,0.023521708324551582,10.910749435424805,11.26634693145752,0.04019291326403618
75,backward,False,True,0.5799999833106995,0.008814477361738682,0.002664978615939617,0.010056826286017895,10.861019134521484,12.838531494140625,0.03624635189771652
76,backward,False,True,0.6200000047683716,0.05578295513987541,0.002125623868778348,0.02631615661084652,10.950767517089844,10.954073905944824,0.0365547314286232
77,backward,False,True,0.6399999856948853,0.05512702465057373,0.002319501480087638,0.023256532847881317,10.956158638000488,10.957757949829102,0.037433575838804245
78,backward,False,True,0.6399999856948853,0.07204387336969376,0.003292942652478814,0.03235163539648056,11.021140098571777,11.024659156799316,0.03302808105945587
79,backward,False,True,0.5600000023841858,0.09426785260438919,0.003563410136848688,0.039728086441755295,11.004049301147461,11.010041236877441,0.024858366698026657
80,backward,False,True,0.5799999833106995,0.09144458919763565,0.0024138351436704397,0.025484992191195488,10.971278190612793,10.97475814819336,0.028683677315711975
81,backward,False,True,0.5999999642372131,0.08387984335422516,0.0037239091470837593,0.03799987956881523,11.041594505310059,11.042754173278809,0.029913920909166336
82,backward,False,True,0.5799999833106995,0.08734012395143509,0.0032549011521041393,0.03004133142530918,11.04319953918457,11.045355796813965,0.027476921677589417
83,backward,False,True,0.5799999833106995,0.08570206165313721,0.004257764667272568,0.0348590724170208,11.018942832946777,11.022695541381836,0.027275240048766136
84,backward,False,True,0.6800000071525574,0.03099241480231285,0.0018936700653284788,0.036050472408533096,10.930198669433594,10.939885139465332,0.038517195731401443
85,backward,False,True,0.5799999833106995,0.08659303188323975,0.0031859613955020905,0.03610232472419739,11.055547714233398,11.058342933654785,0.028976252302527428
86,backward,False,True,0.6399999856948853,0.09371129423379898,0.003213816322386265,0.030371064320206642,11.046924591064453,11.050453186035156,0.02992285043001175
87,backward,False,True,0.5799999833106995,0.018310537561774254,0.001932847429998219,0.023224690929055214,10.890359878540039,12.145720481872559,0.03915338218212128
88,backward,False,True,0.5600000023841858,0.090195432305336,0.003234925912693143,0.03296401724219322,11.030623435974121,11.031033515930176,0.025471286848187447
89,backward,False,True,0.5600000023841858,0.09436091035604477,0.003277548123151064,0.029721040278673172,11.03449535369873,11.03449535369873,0.026274269446730614
90,backward,False,True,0.6800000071525574,0.0412796251475811,0.0025091127026826143,0.026305226609110832,10.958781242370605,10.961690902709961,0.037857357412576675
91,backward,False,True,0.6599999666213989,0.03602440655231476,0.002239565597847104,0.03355346620082855,10.946775436401367,10.950407028198242,0.03967965021729469
92,backward,False,True,0.5799999833106995,0.0734621211886406,0.0028905353974550962,0.03664110228419304,10.992522239685059,11.006714820861816,0.03397562727332115
93,backward,False,True,0.5600000023841858,0.07335689663887024,0.0032579991966485977,0.029557550325989723,10.994544982910156,10.995762825012207,0.02964021824300289
94,backward,False,True,0.6399999856948853,0.07213249057531357,0.0027026787865906954,0.02037709951400757,10.981879234313965,10.984440803527832,0.032292693853378296
95,backward,False,True,0.6200000047683716,0.0392749086022377,0.0023831601720303297,0.023411964997649193,10.929983139038086,11.056490898132324,0.038363393396139145
96,backward,False,True,0.5799999833106995,0.09228850156068802,0.0026319881435483694,0.03182721510529518,11.022927284240723,11.023338317871094,0.025106970220804214
97,backward,False,True,0.5600000023841858,0.008735592477023602,0.003064078511670232,0.02873562090098858,10.908618927001953,12.679366111755371,0.03290576487779617
98,backward,False,True,0.6599999666213989,0.05270368605852127,0.004052032716572285,0.03802432864904404,10.991411209106445,10.996317863464355,0.03321065008640289
99,backward,False,True,0.6399999856948853,0.040516793727874756,0.0027080492582172155,0.032905902713537216,10.934971809387207,10.93921947479248,0.03785894438624382
100,backward,False,True,0.5799999833106995,0.07369121164083481,0.0027248437982052565,0.028191862627863884,11.008790969848633,11.01302719116211,0.030476883053779602
101,backward,False,True,0.6200000047683716,0.00939000304788351,0.0033074936363846064,0.03525512292981148,11.001598358154297,11.802632331848145,0.027910275384783745
102,backward,False,True,0.5799999833106995,0.09285475313663483,0.0028707163874059916,0.045839790254831314,11.044073104858398,11.046889305114746,0.027193991467356682
103,backward,False,True,0.5999999642372131,0.05724551901221275,0.003012183355167508,0.03028472699224949,10.970954895019531,10.974848747253418,0.03627618029713631
104,backward,False,True,0.6200000047683716,0.06293611973524094,0.0023485785350203514,0.028083402663469315,10.970667839050293,10.977753639221191,0.03553719073534012
105,backward,False,True,0.5999999642372131,0.06253127753734589,0.0017280223546549678,0.030363300815224648,10.97848892211914,10.984943389892578,0.032028112560510635
106,backward,False,True,0.5600000023841858,0.09356609731912613,0.0035268161445856094,0.03666874021291733,11.013421058654785,11.024069786071777,0.024973226711153984
107,backward,False,True,0.5399999618530273,0.07082324475049973,0.003357845125719905,0.03564930334687233,11.028462409973145,11.03244400024414,0.03355909883975983
108,backward,False,True,0.5600000023841858,0.09290226548910141,0.0031678422819823027,0.0336202010512352,11.01506519317627,11.026623725891113,0.025803111493587494
