time_s,phase,target_height_m,mean_height_m,command_vx_mps,mean_vx_mps,mean_linear_speed_mps,mean_abs_lateral_m,mean_abs_heading_deg,double_contact_fraction,mean_action_rms,mean_action_rate,fall_fraction
0.78,stand_1,0.143,0.14350494742393494,0.0,-0.004639493767172098,0.006304153241217136,0.01619311422109604,5.249355316162109,1.0,0.7059304714202881,0.0027631795965135098,0.0
0.8,stand_1,0.143,0.1435067355632782,0.0,-0.004329613409936428,0.0061388467438519,0.016207819804549217,5.289037704467773,1.0,0.7053040266036987,0.0026709684170782566,0.0
0.82,stand_1,0.143,0.14350777864456177,0.0,-0.0041640945710241795,0.005986234173178673,0.016222720965743065,5.325831413269043,1.0,0.7047402858734131,0.002623054664582014,0.0
0.84,stand_1,0.143,0.1435086727142334,0.0,-0.0038715286646038294,0.005832546390593052,0.016237035393714905,5.359813690185547,1.0,0.7041698694229126,0.002413532231003046,0.0
0.86,stand_1,0.143,0.14350947737693787,0.0,-0.003723128465935588,0.005806657485663891,0.016250697895884514,5.391123294830322,1.0,0.7035662531852722,0.002407710300758481,0.0
0.88,stand_1,0.143,0.1435096561908722,0.0,-0.003637128509581089,0.005706418305635452,0.016264133155345917,5.420045375823975,1.0,0.703014612197876,0.0022505505476146936,0.0
0.9,stand_1,0.143,0.14350971579551697,0.0,-0.0033523752354085445,0.005602784920483828,0.016276586800813675,5.4465203285217285,1.0,0.7023977041244507,0.002240368165075779,0.0
0.92,stand_1,0.143,0.14350953698158264,0.0,-0.003287835977971554,0.005673707462847233,0.01628842018544674,5.470982551574707,1.0,0.7018998861312866,0.002194323344156146,0.0
0.94,stand_1,0.143,0.14350908994674683,0.0,-0.0030435132794082165,0.005463623441755772,0.016299884766340256,5.493527412414551,1.0,0.7013896703720093,0.0020458241924643517,0.0
0.96,stand_1,0.143,0.14350908994674683,0.0,-0.0029488326981663704,0.005424465984106064,0.0163104385137558,5.514568328857422,1.0,0.7008358836174011,0.0020765706431120634,0.0
0.98,stand_1,0.143,0.143508642911911,0.0,-0.00285304244607687,0.005524132400751114,0.01631971448659897,5.534558296203613,1.0,0.7003342509269714,0.001961251487955451,0.0
