time_s,mean_progress_m,mean_directed_speed_mps,mean_cross_track_m,fall_fraction
4.66,0.7284599542617798,0.15320514142513275,0.041337769478559494,0.0390625
4.68,0.7316396832466125,0.16040000319480896,0.0415080301463604,0.0390625
4.7,0.7349348068237305,0.160389706492424,0.04154150187969208,0.0390625
4.72,0.7381988763809204,0.16386356949806213,0.04174331575632095,0.0390625
4.74,0.7415670156478882,0.17109039425849915,0.042025767266750336,0.0390625
4.76,0.7450388669967651,0.1712505966424942,0.04233287647366524,0.0390625
4.78,0.7484899759292603,0.1737823337316513,0.04280904307961464,0.0390625
4.8,0.751819908618927,0.16502246260643005,0.043731845915317535,0.0390625
4.82,0.7549601197242737,0.16003169119358063,0.04487670212984085,0.0390625
4.84,0.7583199143409729,0.16081899404525757,0.04483463987708092,0.0390625
4.86,0.7620207071304321,0.18692456185817719,0.04498744010925293,0.0390625
4.88,0.7657039761543274,0.17382681369781494,0.045383770018815994,0.0390625
4.9,0.7689623236656189,0.1551884561777115,0.045678913593292236,0.0390625
4.92,0.7720139622688293,0.15319965779781342,0.04570367559790611,0.0390625
4.94,0.775331437587738,0.1663343459367752,0.04547196999192238,0.0390625
4.96,0.7787728309631348,0.16097605228424072,0.04508539289236069,0.0390625
4.98,0.7820925712585449,0.15162736177444458,0.044527191668748856,0.0390625
5.0,0.7852882742881775,0.1456860452890396,0.043736040592193604,0.0390625
